"user_id","last_order_time"
10866,"2022-09-08 21:07:00+03"
10868,"2022-09-02 17:53:00+03"
10869,"2022-09-02 11:44:00+03"
10870,"2022-09-08 18:02:00+03"
10871,"2022-09-02 11:41:00+03"
10872,"2022-09-07 22:48:00+03"
10873,"2022-09-02 11:42:00+03"
10874,"2022-09-05 20:08:00+03"
10875,"2022-09-02 11:43:00+03"
10876,"2022-09-02 11:44:00+03"
10877,"2022-09-02 11:45:00+03"
10878,"2022-09-02 11:46:00+03"
10879,"2022-09-04 22:16:00+03"
10880,"2022-09-04 16:18:00+03"
10881,"2022-09-08 23:59:00+03"
10882,"2022-09-06 14:42:00+03"
10883,"2022-09-02 11:47:00+03"
10884,"2022-09-05 12:47:00+03"
10885,"2022-09-04 18:11:00+03"
10886,"2022-09-07 12:31:00+03"
10887,"2022-09-08 06:56:00+03"
10888,"2022-09-04 20:43:00+03"
10889,"2022-09-08 03:48:00+03"
10890,"2022-09-06 22:43:00+03"
10891,"2022-09-02 11:52:00+03"
10892,"2022-09-02 11:52:00+03"
10893,"2022-09-06 11:26:00+03"
10894,"2022-09-05 12:45:00+03"
10895,"2022-09-03 14:56:00+03"
10896,"2022-09-02 11:55:00+03"
10897,"2022-09-02 11:56:00+03"
10898,"2022-09-06 18:14:00+03"
10899,"2022-09-03 12:49:00+03"
10900,"2022-09-04 16:34:00+03"
10901,"2022-09-07 20:05:00+03"
10902,"2022-09-08 11:01:00+03"
10903,"2022-09-08 03:53:00+03"
10904,"2022-09-02 20:46:00+03"
10905,"2022-09-02 12:04:00+03"
10906,"2022-09-08 20:49:00+03"
10907,"2022-09-06 22:32:00+03"
10908,"2022-09-04 20:00:00+03"
10909,"2022-09-02 12:09:00+03"
10910,"2022-09-03 15:20:00+03"
10911,"2022-09-02 12:08:00+03"
10912,"2022-09-07 17:07:00+03"
10913,"2022-09-04 19:03:00+03"
10914,"2022-09-02 12:09:00+03"
10915,"2022-09-04 00:11:00+03"
10916,"2022-09-07 20:26:00+03"
10917,"2022-09-08 14:48:00+03"
10918,"2022-09-02 12:14:00+03"
10919,"2022-09-07 19:19:00+03"
10920,"2022-09-03 22:38:00+03"
10921,"2022-09-02 18:56:00+03"
10922,"2022-09-02 12:12:00+03"
10923,"2022-09-08 15:36:00+03"
10924,"2022-09-02 18:52:00+03"
10925,"2022-09-07 02:33:00+03"
10926,"2022-09-08 06:16:00+03"
10927,"2022-09-06 16:32:00+03"
10928,"2022-09-02 12:16:00+03"
10929,"2022-09-06 07:56:00+03"
10930,"2022-09-02 12:16:00+03"
10931,"2022-09-02 12:17:00+03"
10932,"2022-09-02 13:34:00+03"
10933,"2022-09-03 11:24:00+03"
10934,"2022-09-02 14:40:00+03"
10935,"2022-09-04 15:15:00+03"
10936,"2022-09-07 14:51:00+03"
10937,"2022-09-02 16:26:00+03"
10938,"2022-09-07 20:06:00+03"
10939,"2022-09-06 22:13:00+03"
10940,"2022-09-02 12:26:00+03"
10942,"2022-09-05 19:44:00+03"
10943,"2022-09-05 22:10:00+03"
10944,"2022-09-02 18:58:00+03"
10945,"2022-09-02 13:10:00+03"
10946,"2022-09-08 03:33:00+03"
10947,"2022-09-07 12:44:00+03"
10948,"2022-09-06 19:38:00+03"
10949,"2022-09-07 21:39:00+03"
10950,"2022-09-06 09:05:00+03"
10951,"2022-09-07 08:49:00+03"
10952,"2022-09-08 14:13:00+03"
10953,"2022-09-08 17:54:00+03"
10954,"2022-09-02 22:55:00+03"
10955,"2022-09-03 23:02:00+03"
10956,"2022-09-08 16:49:00+03"
10957,"2022-09-05 18:30:00+03"
10958,"2022-09-02 12:39:00+03"
10959,"2022-09-06 19:42:00+03"
10960,"2022-09-07 19:43:00+03"
10961,"2022-09-02 12:41:00+03"
10962,"2022-09-02 12:41:00+03"
10963,"2022-09-02 23:52:00+03"
10964,"2022-09-04 22:27:00+03"
10965,"2022-09-07 20:13:00+03"
10966,"2022-09-02 23:49:00+03"
10967,"2022-09-04 09:52:00+03"
10968,"2022-09-05 07:26:00+03"
10969,"2022-09-08 02:31:00+03"
10970,"2022-09-02 12:46:00+03"
10971,"2022-09-02 15:46:00+03"
10972,"2022-09-05 18:06:00+03"
10973,"2022-09-06 14:10:00+03"
10974,"2022-09-02 19:48:00+03"
10975,"2022-09-02 12:50:00+03"
10976,"2022-09-02 20:40:00+03"
10977,"2022-09-04 23:47:00+03"
10978,"2022-09-03 17:00:00+03"
10979,"2022-09-02 12:51:00+03"
10980,"2022-09-06 18:35:00+03"
10981,"2022-09-06 00:56:00+03"
10982,"2022-09-02 12:52:00+03"
10983,"2022-09-04 17:14:00+03"
10984,"2022-09-05 04:45:00+03"
10985,"2022-09-08 19:57:00+03"
10986,"2022-09-02 18:56:00+03"
10987,"2022-09-08 12:42:00+03"
10988,"2022-09-02 12:59:00+03"
10989,"2022-09-07 17:29:00+03"
10990,"2022-09-08 18:00:00+03"
10991,"2022-09-02 13:03:00+03"
10992,"2022-09-06 22:46:00+03"
10993,"2022-09-08 15:32:00+03"
10994,"2022-09-02 13:07:00+03"
10995,"2022-09-03 21:53:00+03"
10996,"2022-09-08 13:09:00+03"
10997,"2022-09-08 19:40:00+03"
10998,"2022-09-08 16:58:00+03"
10999,"2022-09-05 09:40:00+03"
11000,"2022-09-02 13:11:00+03"
11001,"2022-09-05 18:21:00+03"
11002,"2022-09-02 18:19:00+03"
11003,"2022-09-03 19:55:00+03"
11004,"2022-09-02 13:12:00+03"
11005,"2022-09-06 10:48:00+03"
11006,"2022-09-02 17:15:00+03"
11007,"2022-09-02 20:25:00+03"
11008,"2022-09-07 20:25:00+03"
11009,"2022-09-05 12:09:00+03"
11010,"2022-09-06 07:43:00+03"
11011,"2022-09-04 16:37:00+03"
11012,"2022-09-08 21:48:00+03"
11013,"2022-09-04 07:50:00+03"
11014,"2022-09-02 13:19:00+03"
11015,"2022-09-08 16:16:00+03"
11016,"2022-09-02 20:40:00+03"
11017,"2022-09-04 23:13:00+03"
11018,"2022-09-08 18:00:00+03"
11019,"2022-09-05 00:03:00+03"
11020,"2022-09-07 21:01:00+03"
11021,"2022-09-02 17:46:00+03"
11022,"2022-09-04 18:55:00+03"
11023,"2022-09-02 13:25:00+03"
11024,"2022-09-03 21:14:00+03"
11025,"2022-09-05 15:17:00+03"
11026,"2022-09-02 13:31:00+03"
11027,"2022-09-02 13:32:00+03"
11028,"2022-09-02 13:33:00+03"
11029,"2022-09-02 13:33:00+03"
11030,"2022-09-02 13:33:00+03"
11031,"2022-09-02 23:25:00+03"
11032,"2022-09-02 13:34:00+03"
11033,"2022-09-07 13:23:00+03"
11034,"2022-09-03 18:04:00+03"
11035,"2022-09-04 19:43:00+03"
11036,"2022-09-02 13:38:00+03"
11037,"2022-09-03 10:34:00+03"
11038,"2022-09-08 15:19:00+03"
11039,"2022-09-06 01:25:00+03"
11040,"2022-09-08 05:12:00+03"
11041,"2022-09-05 13:32:00+03"
11042,"2022-09-02 13:44:00+03"
11043,"2022-09-02 13:46:00+03"
11044,"2022-09-02 17:53:00+03"
11045,"2022-09-06 19:37:00+03"
11046,"2022-09-07 22:36:00+03"
11047,"2022-09-02 13:47:00+03"
11048,"2022-09-02 22:38:00+03"
11049,"2022-09-05 11:52:00+03"
11050,"2022-09-05 02:06:00+03"
11051,"2022-09-02 13:50:00+03"
11052,"2022-09-04 01:32:00+03"
11053,"2022-09-02 16:12:00+03"
11054,"2022-09-04 07:26:00+03"
11055,"2022-09-02 22:57:00+03"
11056,"2022-09-08 11:45:00+03"
11057,"2022-09-06 08:37:00+03"
11058,"2022-09-08 02:28:00+03"
11059,"2022-09-04 20:41:00+03"
11060,"2022-09-02 23:50:00+03"
11061,"2022-09-04 16:42:00+03"
11062,"2022-09-02 14:03:00+03"
11063,"2022-09-07 18:33:00+03"
11064,"2022-09-03 12:50:00+03"
11065,"2022-09-04 01:38:00+03"
11066,"2022-09-06 14:09:00+03"
11067,"2022-09-02 23:16:00+03"
11068,"2022-09-07 19:38:00+03"
11069,"2022-09-07 11:42:00+03"
11070,"2022-09-02 14:12:00+03"
11071,"2022-09-02 14:12:00+03"
11072,"2022-09-02 18:47:00+03"
11073,"2022-09-04 20:17:00+03"
11074,"2022-09-08 23:17:00+03"
11075,"2022-09-03 22:46:00+03"
11076,"2022-09-02 16:26:00+03"
11077,"2022-09-08 01:29:00+03"
11078,"2022-09-05 08:37:00+03"
11079,"2022-09-04 20:03:00+03"
11080,"2022-09-08 20:12:00+03"
11081,"2022-09-08 23:49:00+03"
11082,"2022-09-08 18:38:00+03"
11083,"2022-09-08 10:12:00+03"
11084,"2022-09-05 12:08:00+03"
11085,"2022-09-04 12:53:00+03"
11086,"2022-09-02 16:08:00+03"
11087,"2022-09-07 22:36:00+03"
11089,"2022-09-06 10:57:00+03"
11090,"2022-09-08 10:45:00+03"
11091,"2022-09-06 21:13:00+03"
11092,"2022-09-03 15:54:00+03"
11093,"2022-09-04 21:43:00+03"
11094,"2022-09-05 12:22:00+03"
11095,"2022-09-07 20:19:00+03"
11096,"2022-09-02 14:29:00+03"
11097,"2022-09-04 20:05:00+03"
11098,"2022-09-02 14:30:00+03"
11099,"2022-09-04 12:13:00+03"
11100,"2022-09-04 13:13:00+03"
11101,"2022-09-04 08:38:00+03"
11102,"2022-09-08 01:54:00+03"
11103,"2022-09-06 00:56:00+03"
11104,"2022-09-07 22:03:00+03"
11105,"2022-09-06 17:53:00+03"
11106,"2022-09-07 13:01:00+03"
11107,"2022-09-07 07:23:00+03"
11108,"2022-09-07 14:36:00+03"
11109,"2022-09-02 20:22:00+03"
11110,"2022-09-02 14:43:00+03"
11112,"2022-09-02 15:27:00+03"
11113,"2022-09-07 23:28:00+03"
11114,"2022-09-02 14:48:00+03"
11115,"2022-09-07 19:16:00+03"
11116,"2022-09-02 14:49:00+03"
11117,"2022-09-02 14:49:00+03"
11118,"2022-09-03 21:00:00+03"
11119,"2022-09-02 14:50:00+03"
11120,"2022-09-08 01:46:00+03"
11121,"2022-09-08 00:18:00+03"
11122,"2022-09-04 10:13:00+03"
11123,"2022-09-07 00:18:00+03"
11124,"2022-09-02 16:57:00+03"
11125,"2022-09-03 15:35:00+03"
11126,"2022-09-03 08:03:00+03"
11127,"2022-09-02 14:55:00+03"
11128,"2022-09-05 00:38:00+03"
11129,"2022-09-02 21:09:00+03"
11130,"2022-09-02 14:57:00+03"
11131,"2022-09-02 14:57:00+03"
11132,"2022-09-02 14:58:00+03"
11133,"2022-09-05 18:16:00+03"
11134,"2022-09-02 21:06:00+03"
11135,"2022-09-06 09:24:00+03"
11136,"2022-09-06 15:56:00+03"
11137,"2022-09-07 20:49:00+03"
11138,"2022-09-05 15:43:00+03"
11139,"2022-09-08 03:42:00+03"
11140,"2022-09-02 15:05:00+03"
11141,"2022-09-07 22:33:00+03"
11142,"2022-09-05 22:55:00+03"
11143,"2022-09-03 06:26:00+03"
11144,"2022-09-07 20:10:00+03"
11145,"2022-09-05 23:50:00+03"
11146,"2022-09-06 20:30:00+03"
11147,"2022-09-02 19:06:00+03"
11148,"2022-09-02 15:36:00+03"
11149,"2022-09-07 11:23:00+03"
11150,"2022-09-08 22:45:00+03"
11151,"2022-09-05 03:36:00+03"
11152,"2022-09-08 00:59:00+03"
11153,"2022-09-08 15:12:00+03"
11154,"2022-09-02 18:59:00+03"
11155,"2022-09-02 15:17:00+03"
11156,"2022-09-08 12:17:00+03"
11157,"2022-09-08 10:42:00+03"
11158,"2022-09-02 15:19:00+03"
11159,"2022-09-06 19:27:00+03"
11160,"2022-09-02 15:21:00+03"
11161,"2022-09-07 19:11:00+03"
11162,"2022-09-07 17:33:00+03"
11163,"2022-09-02 15:22:00+03"
11164,"2022-09-08 07:36:00+03"
11165,"2022-09-02 21:34:00+03"
11166,"2022-09-02 15:24:00+03"
11167,"2022-09-08 07:22:00+03"
11168,"2022-09-02 20:15:00+03"
11169,"2022-09-06 07:34:00+03"
11170,"2022-09-02 15:25:00+03"
11171,"2022-09-05 05:21:00+03"
11172,"2022-09-02 15:26:00+03"
11173,"2022-09-02 15:26:00+03"
11174,"2022-09-02 15:27:00+03"
11175,"2022-09-03 21:06:00+03"
11176,"2022-09-02 17:31:00+03"
11177,"2022-09-07 21:29:00+03"
11178,"2022-09-02 22:25:00+03"
11179,"2022-09-08 08:35:00+03"
11180,"2022-09-06 11:36:00+03"
11181,"2022-09-04 13:19:00+03"
11182,"2022-09-02 15:36:00+03"
11183,"2022-09-07 13:45:00+03"
11184,"2022-09-04 21:05:00+03"
11185,"2022-09-04 13:34:00+03"
11186,"2022-09-05 13:13:00+03"
11187,"2022-09-03 07:34:00+03"
11188,"2022-09-04 20:19:00+03"
11189,"2022-09-06 18:41:00+03"
11190,"2022-09-04 10:06:00+03"
11191,"2022-09-03 13:46:00+03"
11192,"2022-09-02 15:43:00+03"
11193,"2022-09-02 17:08:00+03"
11194,"2022-09-02 16:51:00+03"
11195,"2022-09-06 07:57:00+03"
11196,"2022-09-06 15:30:00+03"
11197,"2022-09-07 00:59:00+03"
11198,"2022-09-07 19:12:00+03"
11199,"2022-09-08 06:31:00+03"
11200,"2022-09-07 01:30:00+03"
11201,"2022-09-08 16:30:00+03"
11202,"2022-09-02 15:48:00+03"
11203,"2022-09-02 15:49:00+03"
11204,"2022-09-03 15:21:00+03"
11205,"2022-09-08 13:46:00+03"
11206,"2022-09-06 06:57:00+03"
11207,"2022-09-04 01:43:00+03"
11208,"2022-09-02 15:52:00+03"
11209,"2022-09-03 01:44:00+03"
11210,"2022-09-07 22:21:00+03"
11211,"2022-09-02 15:54:00+03"
11212,"2022-09-02 21:02:00+03"
11213,"2022-09-06 06:49:00+03"
11214,"2022-09-05 12:56:00+03"
11215,"2022-09-03 16:28:00+03"
11216,"2022-09-06 22:29:00+03"
11217,"2022-09-02 19:33:00+03"
11218,"2022-09-02 15:57:00+03"
11219,"2022-09-05 22:38:00+03"
11220,"2022-09-07 22:21:00+03"
11221,"2022-09-02 15:58:00+03"
11222,"2022-09-02 15:58:00+03"
11223,"2022-09-04 12:20:00+03"
11224,"2022-09-02 15:59:00+03"
11225,"2022-09-02 23:29:00+03"
11226,"2022-09-05 19:19:00+03"
11227,"2022-09-06 01:18:00+03"
11228,"2022-09-07 23:12:00+03"
11229,"2022-09-02 16:03:00+03"
11230,"2022-09-02 16:07:00+03"
11231,"2022-09-08 23:15:00+03"
11232,"2022-09-08 04:36:00+03"
11233,"2022-09-07 22:25:00+03"
11234,"2022-09-02 16:08:00+03"
11235,"2022-09-05 10:33:00+03"
11236,"2022-09-07 09:42:00+03"
11237,"2022-09-07 23:18:00+03"
11238,"2022-09-02 16:12:00+03"
11239,"2022-09-02 16:13:00+03"
11240,"2022-09-06 13:39:00+03"
11241,"2022-09-07 20:43:00+03"
11242,"2022-09-02 16:15:00+03"
11243,"2022-09-02 21:37:00+03"
11244,"2022-09-04 22:17:00+03"
11245,"2022-09-05 02:52:00+03"
11246,"2022-09-06 16:43:00+03"
11247,"2022-09-06 14:45:00+03"
11248,"2022-09-02 20:39:00+03"
11249,"2022-09-02 16:18:00+03"
11250,"2022-09-04 18:35:00+03"
11251,"2022-09-02 16:19:00+03"
11252,"2022-09-02 16:19:00+03"
11253,"2022-09-06 17:58:00+03"
11254,"2022-09-07 10:02:00+03"
11255,"2022-09-06 18:16:00+03"
11256,"2022-09-06 11:22:00+03"
11257,"2022-09-07 08:56:00+03"
11258,"2022-09-02 16:20:00+03"
11259,"2022-09-02 16:21:00+03"
11260,"2022-09-02 16:21:00+03"
11261,"2022-09-08 21:25:00+03"
11262,"2022-09-08 10:07:00+03"
11263,"2022-09-02 16:22:00+03"
11264,"2022-09-02 16:22:00+03"
11265,"2022-09-04 15:42:00+03"
11266,"2022-09-08 21:03:00+03"
11267,"2022-09-02 16:24:00+03"
11268,"2022-09-07 19:17:00+03"
11269,"2022-09-06 03:18:00+03"
11270,"2022-09-02 16:24:00+03"
11271,"2022-09-04 21:38:00+03"
11272,"2022-09-08 13:08:00+03"
11273,"2022-09-02 16:26:00+03"
11274,"2022-09-02 16:26:00+03"
11275,"2022-09-03 09:03:00+03"
11276,"2022-09-02 16:27:00+03"
11277,"2022-09-07 21:31:00+03"
11278,"2022-09-05 19:04:00+03"
11279,"2022-09-02 16:29:00+03"
11280,"2022-09-07 20:53:00+03"
11281,"2022-09-03 10:06:00+03"
11282,"2022-09-05 16:35:00+03"
11283,"2022-09-06 22:42:00+03"
11284,"2022-09-07 19:40:00+03"
11285,"2022-09-02 16:38:00+03"
11286,"2022-09-02 16:38:00+03"
11287,"2022-09-02 16:39:00+03"
11288,"2022-09-08 01:37:00+03"
11289,"2022-09-03 13:09:00+03"
11290,"2022-09-08 20:20:00+03"
11291,"2022-09-02 16:40:00+03"
11292,"2022-09-05 09:00:00+03"
11293,"2022-09-02 16:43:00+03"
11294,"2022-09-04 13:48:00+03"
11295,"2022-09-08 03:21:00+03"
11296,"2022-09-05 22:14:00+03"
11297,"2022-09-08 10:19:00+03"
11298,"2022-09-07 21:55:00+03"
11299,"2022-09-03 16:27:00+03"
11300,"2022-09-06 10:57:00+03"
11301,"2022-09-05 08:53:00+03"
11302,"2022-09-07 05:08:00+03"
11303,"2022-09-02 16:52:00+03"
11304,"2022-09-06 15:45:00+03"
11305,"2022-09-02 16:52:00+03"
11306,"2022-09-05 03:20:00+03"
11307,"2022-09-02 16:55:00+03"
11308,"2022-09-02 20:11:00+03"
11310,"2022-09-06 22:15:00+03"
11311,"2022-09-03 08:41:00+03"
11312,"2022-09-03 21:11:00+03"
11313,"2022-09-08 20:47:00+03"
11314,"2022-09-04 08:40:00+03"
11315,"2022-09-02 16:59:00+03"
11316,"2022-09-03 18:29:00+03"
11317,"2022-09-02 19:34:00+03"
11318,"2022-09-05 17:06:00+03"
11320,"2022-09-08 17:12:00+03"
11321,"2022-09-08 23:04:00+03"
11322,"2022-09-02 17:04:00+03"
11323,"2022-09-03 19:54:00+03"
11324,"2022-09-02 17:25:00+03"
11325,"2022-09-07 21:52:00+03"
11326,"2022-09-02 17:07:00+03"
11327,"2022-09-02 17:08:00+03"
11328,"2022-09-02 17:08:00+03"
11329,"2022-09-02 17:09:00+03"
11330,"2022-09-03 21:17:00+03"
11331,"2022-09-04 12:29:00+03"
11332,"2022-09-04 17:48:00+03"
11333,"2022-09-06 19:52:00+03"
11334,"2022-09-08 23:31:00+03"
11335,"2022-09-02 17:12:00+03"
11336,"2022-09-04 22:38:00+03"
11337,"2022-09-03 21:51:00+03"
11338,"2022-09-02 17:12:00+03"
11339,"2022-09-08 22:49:00+03"
11340,"2022-09-02 17:19:00+03"
11341,"2022-09-02 17:19:00+03"
11342,"2022-09-02 17:19:00+03"
11343,"2022-09-02 17:20:00+03"
11344,"2022-09-07 19:14:00+03"
11345,"2022-09-08 15:40:00+03"
11346,"2022-09-08 18:36:00+03"
11347,"2022-09-02 17:21:00+03"
11348,"2022-09-03 07:56:00+03"
11349,"2022-09-02 17:25:00+03"
11350,"2022-09-07 11:07:00+03"
11351,"2022-09-02 17:25:00+03"
11352,"2022-09-02 23:53:00+03"
11353,"2022-09-06 19:21:00+03"
11354,"2022-09-02 17:26:00+03"
11355,"2022-09-02 17:27:00+03"
11356,"2022-09-04 00:33:00+03"
11357,"2022-09-02 17:28:00+03"
11358,"2022-09-06 12:12:00+03"
11359,"2022-09-02 17:34:00+03"
11360,"2022-09-07 12:09:00+03"
11361,"2022-09-02 20:39:00+03"
11362,"2022-09-02 17:35:00+03"
11363,"2022-09-02 17:37:00+03"
11364,"2022-09-02 17:38:00+03"
11365,"2022-09-04 23:24:00+03"
11366,"2022-09-06 00:38:00+03"
11367,"2022-09-02 17:37:00+03"
11368,"2022-09-03 21:13:00+03"
11369,"2022-09-02 17:40:00+03"
11370,"2022-09-04 17:34:00+03"
11371,"2022-09-03 18:41:00+03"
11372,"2022-09-04 18:03:00+03"
11373,"2022-09-02 17:40:00+03"
11374,"2022-09-02 17:41:00+03"
11375,"2022-09-02 17:42:00+03"
11376,"2022-09-07 10:12:00+03"
11377,"2022-09-02 17:43:00+03"
11378,"2022-09-02 17:43:00+03"
11379,"2022-09-04 12:37:00+03"
11380,"2022-09-02 17:45:00+03"
11381,"2022-09-08 19:12:00+03"
11382,"2022-09-02 19:59:00+03"
11383,"2022-09-04 16:24:00+03"
11384,"2022-09-02 17:47:00+03"
11385,"2022-09-02 17:47:00+03"
11386,"2022-09-08 00:09:00+03"
11387,"2022-09-04 23:00:00+03"
11388,"2022-09-08 18:51:00+03"
11389,"2022-09-05 13:22:00+03"
11390,"2022-09-06 10:13:00+03"
11391,"2022-09-08 03:23:00+03"
11392,"2022-09-02 17:49:00+03"
11393,"2022-09-08 13:41:00+03"
11394,"2022-09-05 09:58:00+03"
11395,"2022-09-04 10:43:00+03"
11396,"2022-09-02 17:51:00+03"
11397,"2022-09-02 17:52:00+03"
11398,"2022-09-02 17:52:00+03"
11399,"2022-09-06 09:42:00+03"
11400,"2022-09-02 17:52:00+03"
11401,"2022-09-06 20:42:00+03"
11402,"2022-09-08 17:49:00+03"
11403,"2022-09-02 17:54:00+03"
11404,"2022-09-02 17:55:00+03"
11405,"2022-09-03 01:33:00+03"
11407,"2022-09-02 17:58:00+03"
11408,"2022-09-02 17:59:00+03"
11409,"2022-09-02 18:00:00+03"
11410,"2022-09-02 18:01:00+03"
11411,"2022-09-03 16:23:00+03"
11412,"2022-09-02 18:02:00+03"
11413,"2022-09-04 20:42:00+03"
11414,"2022-09-02 18:04:00+03"
11415,"2022-09-03 06:07:00+03"
11416,"2022-09-07 08:55:00+03"
11417,"2022-09-04 07:48:00+03"
11418,"2022-09-08 23:49:00+03"
11419,"2022-09-08 02:03:00+03"
11420,"2022-09-07 11:38:00+03"
11421,"2022-09-08 03:03:00+03"
11422,"2022-09-04 17:33:00+03"
11423,"2022-09-03 08:30:00+03"
11424,"2022-09-06 20:29:00+03"
11425,"2022-09-02 20:40:00+03"
11426,"2022-09-02 20:30:00+03"
11427,"2022-09-08 09:25:00+03"
11428,"2022-09-02 18:09:00+03"
11429,"2022-09-04 20:04:00+03"
11430,"2022-09-04 10:42:00+03"
11431,"2022-09-05 01:09:00+03"
11432,"2022-09-02 18:11:00+03"
11433,"2022-09-02 18:50:00+03"
11434,"2022-09-06 15:59:00+03"
11435,"2022-09-04 15:44:00+03"
11436,"2022-09-06 08:26:00+03"
11437,"2022-09-08 23:10:00+03"
11438,"2022-09-04 06:24:00+03"
11439,"2022-09-02 18:56:00+03"
11440,"2022-09-07 04:02:00+03"
11441,"2022-09-08 17:57:00+03"
11442,"2022-09-02 18:20:00+03"
11443,"2022-09-02 18:20:00+03"
11444,"2022-09-02 18:20:00+03"
11445,"2022-09-07 18:46:00+03"
11446,"2022-09-07 22:26:00+03"
11447,"2022-09-02 18:23:00+03"
11448,"2022-09-04 09:52:00+03"
11449,"2022-09-06 19:09:00+03"
11450,"2022-09-02 18:24:00+03"
11451,"2022-09-07 12:18:00+03"
11452,"2022-09-06 17:34:00+03"
11453,"2022-09-05 09:14:00+03"
11455,"2022-09-02 18:26:00+03"
11456,"2022-09-03 00:26:00+03"
11457,"2022-09-07 16:44:00+03"
11458,"2022-09-06 19:50:00+03"
11459,"2022-09-07 18:44:00+03"
11460,"2022-09-02 18:34:00+03"
11461,"2022-09-02 18:30:00+03"
11462,"2022-09-04 23:19:00+03"
11463,"2022-09-02 18:31:00+03"
11464,"2022-09-02 18:32:00+03"
11465,"2022-09-02 18:35:00+03"
11466,"2022-09-05 08:32:00+03"
11467,"2022-09-04 13:27:00+03"
11468,"2022-09-06 06:35:00+03"
11469,"2022-09-08 12:04:00+03"
11470,"2022-09-08 19:32:00+03"
11471,"2022-09-02 18:36:00+03"
11472,"2022-09-03 10:16:00+03"
11473,"2022-09-02 18:37:00+03"
11474,"2022-09-02 18:37:00+03"
11475,"2022-09-07 16:12:00+03"
11476,"2022-09-02 18:38:00+03"
11477,"2022-09-07 22:53:00+03"
11478,"2022-09-02 18:39:00+03"
11479,"2022-09-02 18:39:00+03"
11480,"2022-09-07 15:21:00+03"
11481,"2022-09-04 02:54:00+03"
11482,"2022-09-06 23:38:00+03"
11483,"2022-09-06 19:08:00+03"
11484,"2022-09-02 18:43:00+03"
11485,"2022-09-08 21:33:00+03"
11486,"2022-09-02 18:43:00+03"
11487,"2022-09-08 00:18:00+03"
11488,"2022-09-05 19:41:00+03"
11489,"2022-09-02 18:48:00+03"
11490,"2022-09-06 15:25:00+03"
11491,"2022-09-04 19:02:00+03"
11492,"2022-09-06 15:22:00+03"
11493,"2022-09-02 18:50:00+03"
11494,"2022-09-07 15:27:00+03"
11495,"2022-09-02 18:50:00+03"
11496,"2022-09-05 20:55:00+03"
11497,"2022-09-07 19:51:00+03"
11498,"2022-09-02 18:52:00+03"
11499,"2022-09-07 07:36:00+03"
11500,"2022-09-04 18:37:00+03"
11501,"2022-09-04 13:37:00+03"
11502,"2022-09-02 19:07:00+03"
11503,"2022-09-05 13:59:00+03"
11505,"2022-09-02 18:58:00+03"
11506,"2022-09-08 01:37:00+03"
11507,"2022-09-08 20:25:00+03"
11508,"2022-09-02 18:58:00+03"
11509,"2022-09-05 11:05:00+03"
11510,"2022-09-04 18:09:00+03"
11511,"2022-09-07 18:56:00+03"
11512,"2022-09-02 19:02:00+03"
11513,"2022-09-05 22:45:00+03"
11514,"2022-09-07 08:56:00+03"
11515,"2022-09-08 20:36:00+03"
11516,"2022-09-02 19:03:00+03"
11517,"2022-09-07 18:29:00+03"
11518,"2022-09-07 22:18:00+03"
11519,"2022-09-07 00:19:00+03"
11520,"2022-09-02 19:04:00+03"
11521,"2022-09-02 19:04:00+03"
11522,"2022-09-08 12:54:00+03"
11523,"2022-09-06 08:48:00+03"
11524,"2022-09-02 19:48:00+03"
11525,"2022-09-02 19:05:00+03"
11526,"2022-09-07 15:23:00+03"
11527,"2022-09-06 17:21:00+03"
11529,"2022-09-08 18:33:00+03"
11530,"2022-09-08 13:39:00+03"
11531,"2022-09-07 18:34:00+03"
11532,"2022-09-06 23:42:00+03"
11533,"2022-09-04 10:35:00+03"
11534,"2022-09-08 22:57:00+03"
11535,"2022-09-04 08:15:00+03"
11536,"2022-09-02 19:08:00+03"
11537,"2022-09-07 18:06:00+03"
11538,"2022-09-02 19:09:00+03"
11539,"2022-09-02 19:10:00+03"
11540,"2022-09-02 19:10:00+03"
11541,"2022-09-02 19:11:00+03"
11542,"2022-09-02 19:19:00+03"
11543,"2022-09-02 19:14:00+03"
11544,"2022-09-07 20:07:00+03"
11545,"2022-09-04 21:23:00+03"
11546,"2022-09-07 17:53:00+03"
11547,"2022-09-05 02:18:00+03"
11548,"2022-09-08 09:23:00+03"
11549,"2022-09-08 17:05:00+03"
11550,"2022-09-02 19:16:00+03"
11551,"2022-09-03 13:48:00+03"
11553,"2022-09-05 14:05:00+03"
11554,"2022-09-02 19:17:00+03"
11555,"2022-09-07 21:54:00+03"
11556,"2022-09-03 19:13:00+03"
11557,"2022-09-04 10:23:00+03"
11558,"2022-09-03 20:22:00+03"
11559,"2022-09-02 19:22:00+03"
11560,"2022-09-07 13:57:00+03"
11561,"2022-09-02 19:20:00+03"
11562,"2022-09-05 08:54:00+03"
11563,"2022-09-06 14:02:00+03"
11564,"2022-09-02 19:22:00+03"
11565,"2022-09-08 13:33:00+03"
11566,"2022-09-03 10:19:00+03"
11567,"2022-09-06 18:13:00+03"
11568,"2022-09-07 18:10:00+03"
11569,"2022-09-05 09:25:00+03"
11570,"2022-09-03 09:43:00+03"
11571,"2022-09-02 19:27:00+03"
11572,"2022-09-03 21:04:00+03"
11573,"2022-09-02 19:26:00+03"
11574,"2022-09-02 19:27:00+03"
11575,"2022-09-05 07:10:00+03"
